koi_dikco_msky,koi_dicco_msky,koi_max_mult_ev,koi_fwm_srao,koi_fwm_sdeco,koi_dikco_mra,koi_model_snr,koi_dikco_mdec,koi_dicco_mdec,koi_ror,koi_dicco_mra,koi_prad,koi_fpflag_ss,koi_dor,koi_fpflag_co,koi_max_sngle_ev,koi_period,koi_fwm_prao,koi_num_transits,koi_ldm_coeff1,koi_incl,koi_fwm_stat_sig,koi_depth,koi_fwm_pdeco,koi_ldm_coeff2,koi_bin_oedp_sig,koi_count,koi_fpflag_nt,koi_teq,koi_insol,koi_impact,koi_steff,koi_fwm_sra,koi_disposition_num
1.7,1.68,19.2544115,1.2,-0.3,-0.76,7.1,-1.5,-1.5,0.010344,-0.79,1.13,0,38.1,0,5.5897505,21.512259,-0.00015,143.0,0.4424,89.95,0.534,131.3,4e-05,0.2414,0.4866,1,0,639.0,39.45,0.1017,5611.0,19.841172,1
0.67,0.74,9.585106,1.4,0.0,0.59,12.7,0.31,0.4,0.035058,0.62,3.66,0,1323.0,0,6.724337,303.226376,-0.0021,4.0,0.3561,89.95,0.178,1464.0,0.0003,0.2864,0.4866,1,0,274.0,1.33,0.1097,5952.0,19.88616,1
1.01,1.06,19.2544115,0.01,-1.13,-0.19,8.5,-0.99,-1.05,0.00909,-0.2,4.84,0,104.3,0,5.5897505,22.8631517,5e-06,143.0,0.5642,89.95,0.067,103.3,0.00017,0.1642,0.4866,1,0,1112.0,361.26,0.1918,5043.0,19.209466,1
1.5,1.5,19.2544115,0.68,-1.8,-0.56,7.8,1.4,1.4,0.009176,-0.62,2.29,0,293.2,0,5.5897505,97.942437,-6e-05,143.0,0.3393,89.95,0.043,100.2,0.00019,0.2935,0.4866,1,0,600.0,30.59,0.0071,5997.0,19.235867,1
7.8,1.6,19.2544115,1.48,2.7,5.9,7.0,5.1,-1.4,0.030812,0.66,2.59,0,950.0,1,5.5897505,163.820347,0.00035,143.0,0.6313,89.95,0.324,1196.0,-0.00027,0.108,0.4866,1,1,251.0,0.93,0.2012,4822.0,19.343037,0
4.67,2.02,19.2544115,-4.3,0.78,-4.67,9.3,-0.02,0.04,0.020065,-2.0,3.67,0,455.0,1,5.5897505,151.577009,0.00125,143.0,0.2683,89.95,0.003,467.9,2e-05,0.3128,0.4866,1,1,502.0,14.96,0.0653,6854.0,19.727769,0
1.3,1.9,19.2544115,-1.5,0.8,-0.61,7.2,-1.15,-1.77,0.018001,-0.7,1.08,0,670.0,0,5.5897505,493.30572,0.00078,143.0,0.5807,89.95,0.249,404.5,4e-05,0.1466,0.4866,1,0,149.0,0.12,0.327,4558.0,19.750838,1
1.82,1.73,19.2544115,-1.3,0.4,-1.78,10.5,-0.4,-0.41,0.030192,-1.68,2.59,0,536.61,0,5.5897505,449.87203,0.0012,143.0,0.4856,89.95,0.302,1130.0,0.0004,0.2113,0.4866,1,0,199.0,0.37,0.1377,5310.0,19.241808,1
11.7,11.6,19.2544115,-7.2,1.5,11.0,12.0,3.9,3.8,0.01585,10.9,1.82,0,290.0,0,5.5897505,419.93373,0.00203,143.0,0.2786,89.95,0.039,285.0,-0.00037,0.3074,0.4866,1,0,285.0,1.57,0.4097,6686.0,19.293279,1
2.45,2.43,19.2544115,-2.6,2.5,0.66,8.9,2.359,2.331,0.019817,0.69,2.18,0,325.9,0,5.5897505,322.221973,0.0012,143.0,0.3455,89.95,0.002,465.6,-0.00108,0.2913,0.4866,1,0,277.0,1.4,0.2141,6026.0,19.887079,1
0.62,0.79,19.2544115,-0.2,-1.6,0.25,6.9,0.57,0.69,0.029306,0.39,3.2,0,601.0,0,5.5897505,235.413973,0.0,143.0,0.3546,89.95,0.756,1027.0,0.0007,0.291,0.4866,1,0,304.0,2.03,0.1095,6028.0,19.157358,1
1.1,1.3,19.2544115,-0.6,0.1,-1.1,6.4,0.1,0.0,0.033201,-1.3,3.15,0,491.0,0,5.5897505,366.68293,0.0006,143.0,0.5176,89.95,0.619,1075.0,-0.0009,0.192,0.4866,1,0,222.0,0.58,0.782,5217.0,19.17352,1
0.41,0.4,28.41287,0.23,-0.15,0.36,36.9,0.2,0.21,0.028417,0.34,2.93,0,151.7,0,14.673869,240.57135,-0.00017,5.0,0.3071,89.83,0.781,921.5,7e-05,0.3058,0.3567,1,0,302.0,1.96,0.457,6146.0,19.350062,1
0.46,0.45,16.001312,-0.24,0.83,-0.01,16.6,0.46,0.45,0.043916,0.04,6.15,0,171.0,0,11.584354,217.792748,0.0004,3.0,0.4641,89.69,0.041,1487.0,-0.0015,0.2286,0.4986,1,0,334.0,2.94,0.926,5600.0,19.653094,1
0.34,0.59,10.947841,0.3,-0.3,0.13,13.1,-0.32,-0.52,0.017252,0.29,6.04,0,112.9,0,7.703123,259.34304,-0.00013,5.0,0.4547,89.77,0.65,349.7,0.00018,0.2367,0.6579,1,0,449.0,9.65,0.447,5490.0,19.698835,2
1.0,0.9,19.2544115,-1.1,0.9,-0.82,23.0,0.5,0.3,0.021076,-0.83,2.39,0,15.46,0,5.5897505,388.03884851,0.00051,143.0,0.392,88.5,0.603,421.1,-0.0003,0.2711,0.4866,1,0,878.0,141.6,0.537,5767.0,19.914201,1
7.77,7.54,9.138469,9.4,31.8,2.36,9.9,7.4,7.11,0.015186,2.51,1.75,0,34.0,1,3.3473902,8.34410791,-0.00214,130.0,0.3147,89.08,0.0,255.2,-0.00755,0.3032,0.7627,1,0,993.0,229.93,0.546,6321.0,19.917485,0
1.12,1.08,8.264662,1.9,-1.1,-1.12,9.2,0.0,-0.18,0.006925,-1.06,0.49,0,17.33,0,3.2938464,4.76815507,-0.000126,282.0,0.6019,89.85,0.014,61.0,0.000109,0.1263,0.5804,1,0,761.0,79.48,0.046,4680.0,19.261135,1
2.47,2.54,19.2544115,-2.9,-4.7,0.29,23.0,2.45,2.53,0.021076,0.24,2.39,0,15.46,0,5.5897505,545.45623972,0.00043,143.0,0.392,88.5,0.0,421.1,0.0007,0.2711,0.4866,1,1,878.0,141.6,0.537,5767.0,19.293459,0
0.072,0.038,504.51987,-0.0261,0.6424,-0.071,900.9,0.008,0.038,0.393433,-0.002,223.75,1,2.706,0,39.253643,2.709570339,-0.0001,495.0,0.5339,62.78,0.0,13171.0,-0.0007,0.1807,0.6755,1,0,2427.0,8211.89,1.238,5030.0,19.31359522,0
5.0,4.6,19.2544115,-2.0,-3.7,-1.71,23.0,-4.7,-4.3,0.021076,-1.5,2.39,0,15.46,0,5.5897505,49.49059818,0.00019,143.0,0.392,88.5,0.268,421.1,0.00013,0.2711,0.4866,1,0,878.0,141.6,0.537,5767.0,19.313537,1
2.0,1.92,19.2544115,1.3,2.5,1.71,7.0,1.03,1.07,0.019149,1.6,1.78,0,425.0,0,5.5897505,364.18129,-0.0008,143.0,0.6014,89.95,0.206,469.5,-0.001,0.1376,0.4866,1,0,209.0,0.45,0.0594,4988.0,19.247976,1
1.8,1.4,19.2544115,-2.4,-0.9,0.3,6.9,-1.7,-1.4,0.007533,0.3,0.89,0,168.8,0,5.5897505,37.7935113,0.0002,143.0,0.3322,89.95,0.023,67.2,3e-05,0.2987,0.4866,1,0,592.0,29.06,0.0794,6178.0,19.319371,1
3.863,4.015,1521.19,-4.4561,0.5729,-3.79,870.3,-0.747,-0.909,0.371989,-3.911,49.03,0,1.7579,1,104.86956,0.855294909,0.02533,1572.0,0.4035,43.78,0.0,6771.6,0.00241,0.2622,0.9992,1,1,2137.0,4916.23,1.269,5846.0,19.35117022,0
1.9,2.1,19.2544115,-2.6,5.2,1.3,3.6,-1.4,-1.6,0.017817,1.3,3.88,0,1680.0,0,5.5897505,350.609298,0.00067,143.0,0.2775,89.95,0.031,369.5,-0.0012,0.3152,0.4866,1,1,405.0,6.37,0.0409,6658.0,19.359241,0
0.5,0.51,19.2544115,-0.53,-0.27,-0.4,3.4,-0.35,-0.4,0.025576,-0.32,26.09,0,290.4,0,5.5897505,172.621943,0.0006,143.0,0.4803,89.95,0.111,788.0,0.0004,0.2148,0.4866,1,0,790.0,92.12,0.3131,5119.0,18.887262,1
0.5,0.52,19.2544115,-0.1,-0.09,-0.46,6.3,-0.19,-0.1,0.019432,-0.51,6.17,0,505.45,0,5.5897505,264.708077,9e-05,143.0,0.4631,89.95,0.928,461.3,2e-05,0.2265,0.4866,1,0,425.0,7.68,0.2277,5283.0,19.037917,1
4.3,4.4,19.2544115,-0.1,-1.2,-4.2,8.2,0.7,0.5,0.014068,-4.3,1.58,0,163.7,0,5.5897505,452.40428,0.0001,143.0,0.3245,89.95,0.056,216.7,0.00053,0.2997,0.4866,1,1,256.0,1.01,0.6038,6195.0,19.048312,0
0.045,0.031,4187.339,0.18812,-0.06818,-0.04,626.9,-0.021,-0.028,0.585308,0.013,46.27,1,2.9236,0,440.51212,0.699985822,-0.1,1525.0,0.4767,84.51,0.0,389430.0,0.0,0.2175,-1.0,1,0,1653.0,1761.47,0.28,5264.0,19.171776576,0
0.4,0.2,7.9665995,-1.3,0.8,0.11,12.3,0.38,0.14,0.009044,0.19,0.87,0,23.44,0,21.265448,8.67237968,0.00013,157.0,0.4171,89.38,0.026,99.1,-7e-05,0.2537,0.4866,1,0,825.0,109.61,0.1385,5620.0,19.333436,1
1.0,1.0,19.2544115,0.4,1.0,-0.9,5.6,0.27,0.22,0.015255,-1.0,1.38,0,336.0,0,5.5897505,35.9216912,-5e-05,143.0,0.5267,89.95,0.432,221.3,-0.00013,0.1835,0.4866,1,0,468.0,11.38,0.7193,5161.0,19.4114,1
3.97,3.881,12.905373,3.45,-3.96,2.74,24.6,-2.872,-2.829,0.037244,2.658,62.51,0,24.1,1,4.275956,35.8726918,-0.00321,40.0,0.4351,87.71,0.0,916.3,0.00365,0.2414,0.7921,1,0,1670.0,1837.31,0.963,5254.0,19.6579767,0
0.21,0.16,19.2544115,0.21,-0.29,0.2,13.0,-0.06,-0.12,0.03432,0.11,35.36,0,67.3,0,5.5897505,102.300622,-8e-05,143.0,0.4855,89.38,0.384,781.2,0.00018,0.2122,0.4866,1,0,984.0,221.33,0.9599,4895.0,19.668224,1
1.1,1.2,19.2544115,-0.04,-1.83,-0.57,12.3,-1.0,-1.2,0.020375,-0.4,14.76,0,74.0,0,5.5897505,359.8455,-9e-05,143.0,0.5687,89.95,0.0,503.9,0.00147,0.1574,0.4866,1,0,510.0,16.01,0.4022,4945.0,19.843379,1
1.3,1.37,19.2544115,-3.2,-0.6,0.2,7.3,-1.26,-1.27,0.011708,-0.5,1.89,0,159.3,0,5.5897505,22.7783121,0.00064,143.0,0.2861,89.95,0.0,155.6,7e-05,0.3123,0.4866,1,0,863.0,130.87,0.3499,6538.0,19.868,1
0.77,0.66,19.2544115,0.3,-1.6,0.76,11.4,0.1,-0.1,0.03211,0.65,2.42,0,176.8,0,5.5897505,114.406187,0.0001,143.0,0.6224,89.95,0.012,1306.0,0.0029,0.1111,0.4866,1,0,267.0,1.21,0.2729,4641.0,19.905024,1
1.99,2.4,19.2544115,-1.2,1.0,1.46,5.7,1.3,1.7,0.013051,1.65,0.75,0,394.0,0,5.5897505,132.114,0.00024,143.0,0.5166,89.95,0.207,216.8,-0.0003,0.1926,0.4866,1,0,217.0,0.52,0.2502,4342.0,19.164515,1
1.79,1.86,19.2544115,-0.14,-0.38,-1.09,15.8,-1.43,-1.51,0.022285,-1.09,2.04,0,335.8,0,5.5897505,623.2344,0.00014,143.0,0.4008,89.95,0.704,602.8,0.00025,0.2632,0.4866,1,0,196.0,0.35,0.0831,5600.0,19.698456,1
1.5,1.6,19.2544115,-0.7,-2.2,0.7,23.0,-1.3,-1.4,0.021076,0.72,2.39,0,15.46,0,5.5897505,46.16051579,0.00034,143.0,0.392,88.5,0.126,421.1,0.00093,0.2711,0.4866,1,0,878.0,141.6,0.537,5767.0,19.704519,1
0.42,0.43,19.2544115,-0.04,0.3,0.06,9.5,-0.42,-0.43,85.19371,0.0,109061.0,0,747.0,0,5.5897505,217.170081,9e-05,143.0,0.4822,83.65,0.505,937.0,-0.00015,0.2134,0.4866,1,0,802.0,97.62,86.1724,5083.0,19.7549801,1
1.21,1.12,15.635027,0.7,-0.19,1.03,19.7,0.63,0.58,0.018829,0.95,2.07,0,150.2,0,9.263207,287.33114,-0.00025,4.0,0.4603,89.8,0.629,406.7,0.00011,0.2291,0.1934,1,0,266.0,1.18,0.529,5426.0,19.87084,1
0.63,0.38,12.829738,-2.7,0.9,0.42,13.4,0.47,0.223,0.021044,0.3,2.64,0,18.23,0,6.5254965,9.8788502,0.00114,17.0,0.2859,87.7,0.068,454.7,-0.00015,0.3124,0.572,2,0,1003.0,238.98,0.732,6477.0,18.871166,2
0.43,0.37,19.2544115,-2.1,-0.5,0.08,5.4,0.42,0.36,0.019638,0.07,2.2,0,460.0,0,5.5897505,189.456089,0.0014,143.0,0.3431,89.95,0.213,453.0,0.0003,0.2919,0.4866,1,0,337.0,3.04,0.2906,5991.0,19.148176,1
0.61,0.67,19.2544115,1.5,1.4,0.39,6.2,0.47,0.51,0.029765,0.44,2.87,0,816.0,0,5.5897505,230.358183,-0.0012,143.0,0.3633,89.95,0.064,1023.0,-0.0019,0.2826,0.4866,1,0,289.0,1.66,0.4159,5803.0,19.214612,1
0.84,0.89,19.2544115,0.0,0.9,0.8,5.3,0.25,0.28,0.025025,0.85,1.88,0,303.0,0,5.5897505,211.54114,-0.0003,143.0,0.3623,89.95,0.581,751.0,-0.0008,0.2925,0.4866,1,0,251.0,0.94,0.1723,5433.0,19.489001,1
0.8,0.9,19.2544115,-1.0,-0.3,-0.7,7.7,-0.3,-0.52,0.031674,-0.73,1.6,0,45.2,0,5.5897505,88.523517,0.0002,143.0,0.2747,88.81,0.96,828.0,0.0,0.4102,0.4866,1,0,209.0,0.45,0.9117,3827.0,19.705059,1
4.88,2.69,19.2544115,0.09,-4.63,-0.62,23.0,-4.84,2.02,0.021076,1.78,2.39,0,15.46,1,5.5897505,386.22400908,-6e-05,143.0,0.392,88.5,0.871,421.1,0.0,0.2711,0.4866,1,1,878.0,141.6,0.537,5767.0,19.7263524,0
1.5,2.01,19.2544115,-0.2,1.3,-0.24,16.5,1.5,2.0,0.008084,0.14,1.27,0,74.76,0,5.5897505,134.35872,1.3e-05,143.0,0.2666,89.95,0.021,75.2,-0.000127,0.3088,0.4866,1,0,499.0,14.61,0.2786,6948.0,19.697427,1
2.16,2.01,19.2544115,-2.9,-1.0,-1.3,23.0,-1.72,-1.64,0.021076,-1.17,2.39,0,15.46,0,5.5897505,55.01469183,0.00026,143.0,0.392,88.5,0.002,421.1,8e-05,0.2711,0.4866,1,0,878.0,141.6,0.537,5767.0,19.507651,1
0.38,0.22,19.2544115,0.4,-0.8,-0.3,10.3,0.16,0.2,0.010874,-0.09,1.69,0,222.6,0,5.5897505,198.781156,-0.0001,143.0,0.295,89.95,0.249,138.3,0.00011,0.3117,0.4866,1,0,404.0,6.33,0.1924,6493.0,19.716013,1
1.86,1.46,19.2544115,-1.3,3.7,0.2,7.4,1.85,1.457,0.016355,-0.09,1.52,0,1095.0,0,5.5897505,588.63759,0.00046,143.0,0.5395,89.95,0.006,322.1,-0.00104,0.1759,0.4866,1,0,185.0,0.28,0.3978,5135.0,19.022374,0
3.1,3.1,19.2544115,-0.1,-1.7,-3.1,5.9,-0.2,-0.32,0.018047,-3.1,1.87,0,293.0,0,5.5897505,111.149082,5e-05,143.0,0.4172,89.95,0.189,394.2,0.00093,0.2566,0.4866,1,0,364.0,4.16,0.1665,5763.0,19.074901,1
1.5,1.4,19.2544115,-1.1,-1.0,-1.5,10.1,0.3,0.5,0.009524,-1.3,1.84,0,140.5,0,5.5897505,284.87177,0.00018,143.0,0.2945,89.95,0.093,106.7,0.00012,0.3088,0.4866,1,0,401.0,6.1,0.0404,6437.0,19.119709,1
0.68,0.56,9.949767,0.68,-1.04,0.55,23.8,-0.4,-0.12,0.007489,0.54,0.98,0,3.65,0,5.2140694,9.8338474,-3e-05,114.0,0.3661,78.42,0.029,57.6,3.9e-05,0.2844,0.0016,1,0,946.0,188.78,0.733,5929.0,19.122119,0
2.1,2.06,19.2544115,-0.9,-2.5,2.04,6.2,-0.52,-0.53,0.020979,1.99,1.84,0,469.0,0,5.5897505,190.860818,0.0006,143.0,0.4514,89.95,0.044,512.0,0.0015,0.2333,0.4866,1,0,273.0,1.32,0.4668,5463.0,19.391228,1
1.3,1.3,7.4706216,2.1,-2.1,0.25,8.9,1.3,1.3,0.019694,0.22,2.42,0,134.9,0,5.964493,374.41813,-0.00071,3.0,0.3368,89.95,0.063,430.2,0.00081,0.301,0.4866,1,0,280.0,1.44,0.5723,6195.0,19.493342,1
2.08,2.27,19.2544115,0.7,1.1,-1.98,5.6,-0.63,-0.74,0.017752,-2.14,2.19,0,911.0,0,5.5897505,263.30198,-0.00015,143.0,0.3837,89.95,0.49,377.6,-0.00037,0.2729,0.4866,1,0,308.0,2.11,0.1782,5758.0,19.635141,1
1.04,1.07,19.2544115,-0.47,-0.49,-0.73,15.1,-0.74,-0.7,0.038964,-0.81,2.98,0,219.3,0,5.5897505,370.31761,0.0017,143.0,0.6389,89.95,0.13,1885.0,0.0006,0.099,0.4866,1,0,182.0,0.26,0.3565,4665.0,19.013887,1
2.1,1.41,19.2544115,0.9,0.8,-2.08,6.9,0.53,0.34,0.015618,-1.37,1.41,0,97.6,0,5.5897505,37.959659,-0.00029,143.0,0.4204,89.95,0.571,287.9,-0.00024,0.2527,0.4866,1,0,484.0,12.93,0.3842,5573.0,19.086747,1
0.9,1.2,19.2544115,-2.3,-3.7,0.8,5.8,0.37,0.37,0.016212,1.1,1.4,0,249.0,0,5.5897505,405.6296,0.00084,143.0,0.4066,89.95,0.001,304.3,0.00151,0.2608,0.4866,1,0,216.0,0.52,0.4652,5583.0,19.103638,1
0.08,0.006,3026.1938,0.0218,-0.1272,-0.05,198.8,-0.06,-0.006,0.60744,-0.001,155.22,1,1.989,0,473.57654,1.080695116,0.0,0.0,0.318,71.83,0.0,312770.0,0.0,0.2673,-1.0,1,0,3344.0,29671.05,0.62,7796.0,19.419799917,0
0.4,0.63,10.367621,0.3,0.6,0.4,12.4,-0.05,-0.09,0.011053,0.62,1.16,0,8.46,0,3.1806917,11.8307724,-6e-05,114.0,0.4415,85.99,0.706,136.0,-7e-05,0.2396,0.769,1,0,770.0,83.17,0.592,5550.0,19.620064,1
4.0,4.1,19.2544115,1.9,1.3,1.17,12.8,-3.8,-3.9,0.023645,1.06,1.94,0,398.0,0,5.5897505,434.28175,-0.00069,143.0,0.3312,89.95,0.25,663.1,-0.00046,0.3079,0.4866,1,0,212.0,0.48,0.3094,5544.0,19.797667,1
1.3,1.3,19.2544115,0.4,1.0,-1.3,8.1,0.2,0.54,0.013689,-1.16,1.49,0,33.7,0,5.5897505,33.814176,-0.00011,143.0,0.3369,89.95,0.346,222.6,-0.00026,0.2975,0.4866,2,0,589.0,28.41,0.1563,6122.0,19.168795,1
1.17,1.24,11.015168,0.5,-0.3,-0.72,14.2,0.92,1.07,0.019312,-0.62,2.13,0,19.84,0,3.5839958,16.2957847,-0.00023,68.0,0.3661,88.26,0.721,409.8,9e-05,0.2844,0.8994,1,0,744.0,72.62,0.603,6063.0,19.65712,1
1.22,1.18,19.2544115,-1.2,-0.9,1.16,23.0,0.37,0.2,0.021076,1.16,2.39,0,15.46,0,5.5897505,28.201998,0.000135,143.0,0.392,88.5,0.0,421.1,0.000116,0.2711,0.4866,2,0,878.0,141.6,0.537,5767.0,19.442458,1
0.9,0.74,19.2544115,0.59,0.7,-0.26,5.3,0.86,0.69,0.006219,-0.25,1.5,0,31.07,0,5.5897505,58.92565,-7.2e-05,143.0,0.2426,89.95,0.092,44.7,-7e-05,0.3299,0.4866,2,0,809.0,101.17,0.0655,7282.0,19.442504,1
0.44,0.21,16.155275,0.021,-0.121,-0.29,76.9,-0.33,-0.13,0.042017,-0.17,27.78,1,4.782,0,5.5884995,24.0733775,-4e-05,59.0,0.6142,78.98,0.005,1325.7,-5e-05,0.1256,0.4892,1,0,1263.0,601.46,0.914,4647.0,19.9166672,0
0.2,0.1,7.1090937,0.2,3.8,-0.1,9.0,0.2,0.1,0.012881,0.0,1.19,0,28.86,0,2.7796671,19.2405821,0.00018,69.0,0.582,89.49,0.001,207.4,-0.00102,0.1451,0.274,2,0,565.0,24.17,0.258,5031.0,20.060171,1
1.6,1.63,12.50597,-1.3,-0.5,1.35,15.2,-0.86,-0.85,0.016278,1.38,2.05,0,117.8,0,7.7771463,232.040326,0.00035,5.0,0.3511,89.7,0.447,290.8,0.00015,0.2889,0.3169,3,0,327.0,2.71,0.61,5903.0,18.804051,2
1.54,1.55,19.2544115,-1.6,1.8,1.54,9.1,0.01,-0.09,0.015041,1.55,1.35,0,47.9,0,5.5897505,28.684308,0.00071,143.0,0.495,89.95,0.003,282.3,-0.0005,0.2057,0.4866,2,0,512.0,16.27,0.0138,5243.0,20.060123,1
3.9,4.5,19.2544115,1.7,-0.2,-3.6,5.9,1.4,1.7,0.02249,-4.2,2.99,0,478.0,0,5.5897505,265.29617,-0.0004,143.0,0.4629,89.95,0.344,608.0,-0.0007,0.2325,0.4866,2,0,302.0,1.97,0.3323,5589.0,19.678901,1
1.2,1.1,10.912135,0.4,0.7,-0.37,10.9,-1.1,-1.0,0.016067,-0.44,2.44,0,43.0,0,4.5153236,61.569765,-0.00015,19.0,0.4046,89.35,0.325,298.3,-0.00028,0.2638,0.1592,2,0,530.0,18.66,0.486,5626.0,19.575326,2
0.67,0.65,7.394078,0.6,2.5,-0.52,9.2,-0.42,-0.3,0.022938,-0.57,2.48,0,75.1,0,3.9484794,58.940569,0.0,16.0,0.4096,89.51,0.006,570.3,-0.00159,0.2602,0.6777,2,0,465.0,11.06,0.643,5819.0,19.67783,1
1.58,1.21,8.034173,0.3,0.1,0.21,9.3,1.57,1.2,0.012874,-0.18,0.74,0,72.86,0,3.593466,14.1502311,3e-05,84.0,0.5308,89.99,0.95,208.1,-2e-05,0.2107,0.5618,4,0,390.0,5.44,0.013,3705.0,19.828621,1
1.0,1.0,19.2544115,-0.5,-0.2,-0.67,8.1,0.8,0.8,0.01017,-0.67,1.18,0,369.0,0,5.5897505,486.12702,6e-05,143.0,0.3451,89.95,0.876,120.6,1e-05,0.2916,0.4866,2,0,249.0,0.91,0.3621,6008.0,19.466789,1
2.88,2.85,16.398731,-0.29,-1.59,-1.6,14.5,-2.39,-2.29,0.013022,-1.7,1.04,0,2.75,1,3.4275873,1.71029474,3.8e-05,748.0,0.4535,72.57,0.0,158.9,0.000255,0.2337,0.6963,2,0,1267.0,610.77,0.825,5365.0,19.514751,0
1.33,1.2,7.6864715,-0.5,0.4,0.75,7.7,-1.1,-0.8,0.008651,0.93,0.8,0,43.4,0,4.0780125,31.8245304,2e-05,41.0,0.2851,89.38,0.633,79.0,-4.4e-05,0.3068,0.4866,2,0,589.0,28.37,0.681,6338.0,19.543377,2
1.97,2.0,19.2544115,-1.4,-0.1,-0.6,23.0,-1.9,-1.9,0.021076,-0.7,2.39,0,15.46,0,5.5897505,140.24408749,0.0015,143.0,0.392,88.5,0.178,421.1,-0.0001,0.2711,0.4866,2,0,878.0,141.6,0.537,5767.0,19.838619,1
1.0,0.9,19.2544115,-0.8,1.7,0.7,23.0,-0.72,-0.6,0.021076,0.6,2.39,0,15.46,0,5.5897505,48.04066636,0.00013,143.0,0.392,88.5,0.005,421.1,-0.00022,0.2711,0.4866,2,0,878.0,141.6,0.537,5767.0,19.519481,1
0.39,0.41,7.995664,-0.2,0.82,-0.36,11.8,0.13,0.2,0.009682,-0.36,2.08,0,9.12,0,3.1949756,12.008552,2e-05,107.0,0.5041,84.33,0.168,76.6,-6.5e-05,0.1997,0.6798,2,0,1016.0,251.93,0.901,5303.0,19.350615,1
0.44,0.45,8.862012,0.3,0.0,-0.1,9.6,-0.42,-0.41,0.009133,-0.2,0.77,0,13.06,0,3.5090969,10.4314847,-1e-05,120.0,0.49,85.83,0.986,59.1,-2e-06,0.2075,0.9952,2,0,700.0,56.67,0.95,5361.0,19.55286,1
0.7,0.8,19.2544115,2.2,-0.1,0.36,6.7,-0.6,-0.8,0.017684,0.39,1.85,0,171.1,0,5.5897505,47.5571352,-0.00075,143.0,0.3651,89.95,0.059,339.0,0.00031,0.2815,0.4866,2,0,507.0,15.58,0.6234,5861.0,19.701062,1
0.161,0.088,2077.9587,0.08984,-1.0849,-0.077,470.0,-0.141,0.06,0.499988,0.064,57.6,1,5.145,0,210.58232,1.838514245,-0.024,726.0,0.3728,79.4,0.006,118960.0,0.0,0.2787,0.1114,1,0,1572.0,1447.16,0.947,5799.0,19.526650102,0
0.081,0.002,12396.622,0.0572,-0.39857,-0.013,5696.2,0.08,0.001,0.354243,-0.001,50.83,1,14.7821,0,1879.5215,8.412008943,-0.0019,156.0,0.3153,87.91,0.0,136110.0,0.0143,0.3023,-1.0,1,0,1100.0,345.76,0.539,6247.0,19.456647339,0
0.18,0.045,15073.711,0.12808,-0.26546,0.036,1229.9,0.176,0.041,22.820008,0.019,1794.2,1,53.344355,0,1299.4031,3.912679136,-0.029,0.0,0.3352,64.31,0.0,291510.0,-0.074,0.3058,-1.0,1,0,1018.0,253.12,23.127,5616.0,19.534439023,0
0.031,0.019,288.81726,-0.0334,-0.21,-0.031,587.2,-0.005,-0.018,0.364181,0.004,63.99,1,3.77,0,32.19653,7.544804312,0.0,176.0,0.3268,70.38,0.003,6501.7,0.0001,0.2946,0.983,1,0,1233.0,546.03,1.266,5953.0,19.51864651,0
0.6,0.4,9.198444,0.5,-5.2,0.16,14.6,-0.6,-0.4,0.009088,-0.09,4.49,0,17.77,0,3.6139998,27.2497521,3.3e-05,50.0,0.4637,89.37,0.001,102.0,0.000197,0.2326,0.1766,2,0,1090.0,333.56,0.194,5440.0,19.503474,1
0.172,0.141,6511.655,0.6701,-1.3824,0.164,1103.1,0.053,-0.08,1.165546,0.116,218.79,1,4.9168,0,1573.1295,2.283466438,-4.0,0.0,0.2734,84.66,0.0,864260.0,5.0,0.318,-1.0,1,0,2014.0,3883.24,0.457,6723.0,19.449646362,0
0.14,0.058,102.17868,-0.168,-0.846,-0.13,260.9,0.06,0.022,0.425253,-0.054,46.44,1,3.031,0,19.714622,0.692807507,0.001,234.0,0.4035,66.75,0.0,25338.0,-0.0025,0.2622,0.4475,1,0,2057.0,4211.9,1.196,5780.0,19.3363644,0
0.312,0.025,4466.4634,-0.0855,-0.9215,-0.258,2841.5,-0.175,-0.016,0.384903,0.019,27.66,1,33.642,0,1041.812,17.279290765,-0.037,78.0,0.3888,89.16,0.0,164310.0,0.034,0.2787,0.2019,1,0,556.0,22.63,0.496,5251.0,19.528705291,0
0.8,0.6,8.187279,-0.7,-0.2,-0.7,11.1,-0.23,-0.15,0.015447,-0.5,3.14,0,29.8,0,3.2451663,16.9972894,0.00014,34.0,0.3671,88.41,0.835,225.0,2e-05,0.2865,0.268,3,0,956.0,197.18,0.825,5897.0,19.273108,1
1.89,0.6,19.2544115,0.06,-0.2,1.89,23.0,-0.1,-0.1,0.021076,0.59,2.39,0,15.46,0,5.5897505,93.05654364,3e-05,143.0,0.392,88.5,0.967,421.1,2e-05,0.2711,0.4866,4,0,878.0,141.6,0.537,5767.0,19.434386,1
0.29,0.88,19.2544115,0.95,-0.8,0.09,4.0,0.28,0.87,0.010199,0.11,1.7,0,285.0,0,5.5897505,88.433122,-0.00016,143.0,0.2517,89.95,0.194,120.4,0.00014,0.323,0.4866,4,0,595.0,29.68,0.021,7092.0,19.434406,1
0.68,0.47,19.2544115,1.22,-0.39,0.05,3.7,0.68,0.42,0.014083,-0.21,2.35,0,480.0,0,5.5897505,282.34315,-0.00036,143.0,0.2517,89.95,0.025,220.5,9e-05,0.323,0.4866,4,0,404.0,6.31,0.5038,7092.0,19.434413,1
