koi_dikco_msky,koi_dicco_msky,koi_fwm_srao,koi_max_mult_ev,koi_fwm_sdeco,koi_dikco_mra,koi_model_snr,koi_dicco_mdec,koi_ror,koi_prad,koi_dikco_mdec,koi_dicco_mra,koi_fpflag_ss,koi_dor,koi_fpflag_co,koi_ldm_coeff1,koi_max_sngle_ev,koi_period,koi_incl,koi_fwm_prao,koi_disposition_num
0.18,0.08,-0.21,31.887648,0.18,-0.04,38.4,-0.07,0.026448,2.25,-0.17,-0.05,0,22.68,0,0.6385,5.371588,7.953547,89.24,0.0003,2
0.22,0.17,0.17,18.548983,0.09,0.16,22.8,-0.03,0.017441,1.48,-0.14,0.17,0,13.767,0,0.6385,4.527273,4.14451656,89.99,-1e-05,2
0.17,0.163,-0.14,300.96277,-0.166,-0.139,269.7,0.088,0.355227,38.33,-0.098,-0.138,1,8.29,0,0.3511,30.702702,4.859386384,81.27,0.00068,0
0.178,0.033,0.091,488.70584,-0.122,0.053,482.3,-0.03,0.095143,8.24,-0.17,-0.012,0,28.26,0,0.4341,58.01924,10.526294577,88.69,-5e-05,2
0.08,0.039,0.321,212.06973,0.081,-0.072,99.5,-0.024,0.056287,5.39,-0.035,-0.03,0,13.672,0,0.3928,18.698158,4.583520948,89.81,-0.00039,2
0.06,0.74,-0.17,29.971922,-0.16,0.04,35.9,0.61,0.025656,2.66,0.05,0.43,0,3.73,0,0.4096,4.2820764,3.76181843,75.62,-0.00022,2
0.22,0.15,0.0,44.777393,0.37,-0.12,54.4,0.13,0.033372,3.01,0.19,-0.085,0,13.23,0,0.5746,7.181467,8.20396958,86.43,2e-05,2
0.31,0.24,0.13,20.855698,-0.76,0.01,25.7,0.23,0.033377,3.01,0.31,0.05,0,9.85,0,0.5746,5.1306577,14.49645186,84.34,-7e-05,2
0.09,0.56,-0.31,24.029488,0.17,-0.04,24.8,-0.48,0.024555,2.19,-0.08,-0.29,0,14.52,0,0.5256,4.6233773,6.54626149,87.46,0.00041,2
0.03,0.16,0.0,42.002544,0.29,-0.02,52.7,-0.16,0.030871,2.31,-0.02,0.02,0,29.5,0,0.6106,7.304412,12.71809866,89.17,-0.00013,2
0.13,0.09,0.02,39.547905,0.1,-0.1,51.7,-0.08,0.035281,2.64,0.08,-0.05,0,63.84,0,0.6106,10.347036,36.06588163,89.77,-0.0002,2
0.186,0.05,-0.114,245.59174,0.178,-0.091,240.6,-0.038,0.050076,6.21,0.163,-0.033,0,10.6,0,0.3729,21.389048,4.190425659,87.52,0.00026,2
0.139,0.054,0.04,88.43494,-0.19,-0.03,116.1,0.05,0.040686,4.35,-0.136,0.019,0,9.6255,0,0.4096,9.246548,3.709870784,89.86,-0.00025,2
0.214,0.118,0.38,63.15734,-0.07,0.164,74.6,-0.118,0.034822,3.75,-0.138,-0.005,0,13.31,0,0.3511,10.867014,16.3297527,86.59,0.00097,2
0.025,0.011,-0.196,739.8864,0.029,-0.012,748.1,0.011,0.161479,13.84,0.022,0.001,0,43.26,0,0.3556,184.1626,27.807566216,88.96,-0.0004,2
0.219,0.061,-0.076,129.28693,0.009,-0.218,160.9,-0.042,0.056129,7.59,-0.027,-0.044,0,50.5,0,0.4641,39.125496,80.8723469,89.4,-0.00023,2
5.752,5.464,5.024,126.34083,20.777,2.02,122.1,5.154,0.348902,26.82,5.385,1.814,1,4.05,1,0.5396,17.338335,3.166465862,71.8,-0.022,0
0.81,0.46,0.42,48.44607,-0.18,0.13,62.0,0.44,0.015956,2.29,0.8,-0.14,0,24.1,0,0.3958,10.750713,24.99324319,88.37,-4.7e-05,2
0.19,0.05,0.33,43.478497,-0.31,0.12,49.2,0.03,0.024674,2.47,0.15,-0.04,0,25.51,0,0.4526,6.973618,10.35533116,89.93,-0.00013,2
0.06,0.064,-0.14,56.866776,0.16,0.05,62.6,0.064,0.040767,3.68,0.031,-0.01,0,17.79,0,0.5086,11.495781,16.08518937,87.21,0.00022,2
0.123,0.056,0.148,311.33582,0.059,0.115,271.8,-0.022,0.14756,10.59,-0.045,0.051,0,184.83,0,0.7032,157.44649,235.9986399,89.76,-0.0041,1
0.08,0.13,0.07,43.14732,0.04,0.08,53.0,-0.113,0.029843,2.56,0.01,0.05,0,21.59,0,0.5684,8.483169,7.49018305,89.95,-8e-05,2
0.35,0.26,-0.58,28.587673,0.24,-0.15,45.5,0.17,0.035273,3.03,0.31,-0.2,0,59.91,0,0.5684,7.9323716,36.2761238,89.97,0.00082,2
0.23,0.11,0.05,16.755081,-1.03,-0.1,22.6,0.08,0.026969,2.32,0.21,-0.08,0,49.3,0,0.5684,4.671781,17.46087931,89.31,-4e-05,2
0.6,0.35,-0.24,19.2542,-0.35,0.19,27.4,-0.33,0.036134,1.94,-0.57,0.1,0,94.7,0,0.423,6.1299686,56.0560754,89.99,0.00077,2
0.289,0.028,-0.36,904.6437,0.128,-0.275,907.8,0.006,0.139516,11.38,0.086,-0.027,0,67.69,0,0.398,217.32286,41.408316686,89.68,0.0092,2
0.067,0.138,0.015,505.17914,0.005,0.062,561.1,-0.07,0.134949,14.21,0.024,0.119,0,29.734,0,0.3447,123.3638,39.74893077,88.3,-0.0049,1
0.06,0.08,0.01,48.613644,0.32,0.03,59.4,-0.08,0.027348,2.47,-0.05,0.014,0,16.74,0,0.5256,7.166417,5.715425977,88.81,9e-05,2
0.47,0.01,0.391,250.00006,-1.081,0.44,355.7,-0.01,0.036501,8.2,-0.167,0.0,0,34.34,0,0.4213,61.598824,49.18394185,89.94,0.000243,2
0.45,0.41,0.0,9.322174,-1.0,0.3,10.7,0.3,0.025305,2.28,0.34,0.3,0,34.9,0,0.5256,3.5729597,20.0261412,88.43,4e-05,2
0.16,0.072,0.191,209.14677,0.118,0.139,184.1,-0.045,0.192842,19.02,0.08,0.056,0,20.24,0,0.3728,36.547604,13.61014819,86.94,-0.00066,1
9.389,9.287,30.19,48.83681,-85.09,3.623,51.7,-8.533,0.030416,2.66,-8.662,3.665,1,29.22,1,0.5746,10.513627,10.44331991,89.55,-0.03841,0
0.38,0.2,0.26,28.265633,-0.46,-0.03,30.7,0.2,0.015942,1.41,0.38,0.03,0,9.527,0,0.5167,4.7961717,2.237489571,89.23,-0.0001,2
0.173,0.027,-0.0665,1762.9304,-0.1855,0.01,1630.4,-0.015,0.166109,14.62,-0.173,0.023,1,16.497,0,0.421,192.99095,5.851520671,89.27,-0.0003,0
0.07,0.07,0.1,55.665585,0.05,-0.039,64.8,-0.07,0.025513,2.62,0.06,-0.003,0,11.389,0,0.3588,5.8711963,3.167893418,89.87,-9e-05,2
0.25,0.28,-0.18,68.72953,0.18,-0.065,86.1,0.214,0.030716,3.11,0.242,0.18,0,12.25,0,0.4695,7.6148076,4.311780262,89.08,-0.00013,2
0.02,0.25,0.11,29.427977,0.46,0.01,37.8,0.0,0.026569,2.69,0.02,0.25,0,32.0,0,0.4695,6.4205737,20.0504494,89.31,-0.00033,2
0.36,0.39,-0.21,17.335663,0.12,-0.02,21.1,0.32,0.026407,2.67,0.36,0.22,0,22.2,0,0.4695,3.9681692,9.76734503,87.68,-5e-05,2
0.078,2.28,0.407,165.9875,-0.351,0.002,223.5,1.7,0.077431,8.98,-0.078,-1.52,0,120.05,0,0.4695,63.25567,119.0207044,89.96,0.0043,1
0.47,0.46,0.28,95.55217,-1.34,0.45,139.3,-0.24,0.034654,7.78,-0.14,0.39,0,61.0,0,0.4213,45.91216,190.3200468,89.24,0.00029,2
4.135,4.162,-0.17,47.643787,-7.3,-0.193,58.3,-4.161,0.039171,4.37,-4.131,-0.084,1,4.58,1,0.3239,8.208323,2.861159894,77.84,-6e-05,0
0.07,0.09,0.22,67.97784,0.22,-0.05,88.0,-0.053,0.038511,3.91,0.049,-0.07,0,52.72,0,0.4695,15.926126,26.44439337,89.97,0.00066,2
0.093,0.079,0.399,112.0813,0.199,-0.033,155.5,-0.012,0.05435,5.51,0.087,-0.078,0,63.88,0,0.4695,28.79182,51.53997972,89.84,0.00063,2
0.12,0.02,0.09,43.151917,0.05,0.07,59.3,0.0,0.023909,2.43,0.1,0.02,0,15.59,0,0.4695,6.7249837,5.902245782,89.23,0.00032,2
0.48,0.52,-0.54,23.52045,0.82,-0.44,41.4,0.03,0.018369,1.86,0.2,-0.52,0,8.7,0,0.4695,3.843993,2.382951591,86.85,0.00029,2
0.41,0.26,0.36,47.644684,-0.02,-0.348,62.4,0.21,0.037466,3.07,0.23,-0.153,0,40.546,0,0.5575,9.148423,21.02250608,89.95,-0.0009,2
0.29,0.43,0.12,19.364616,0.32,-0.1,30.5,-0.41,0.019702,1.69,-0.27,-0.14,0,12.14,0,0.5684,3.4647944,3.219814777,89.72,-4e-05,2
0.34,0.113,-0.09,55.492382,0.18,0.013,62.8,0.09,0.027826,1.73,0.34,0.066,0,19.7,0,0.4639,8.0944605,5.912273234,89.51,-1e-05,2
0.29,0.095,-0.07,42.23077,0.64,-0.14,51.8,-0.02,0.026527,1.65,0.25,-0.092,0,24.64,0,0.4639,7.210981,8.98581901,89.98,-3e-05,2
0.185,0.009,-0.2503,1375.2338,-0.1019,-0.143,307.5,-0.009,0.259639,22.94,-0.117,-0.002,0,35.21,0,0.3556,209.9436,12.940668656,88.54,-0.0016,1
0.35,0.53,-1.18,93.56568,0.38,-0.23,18.5,0.45,0.017424,2.41,0.26,-0.27,1,22.7,0,0.3958,41.057766,20.5452375,87.6,0.000204,0
0.099,0.015,0.146,173.7981,0.069,0.046,247.9,-0.013,0.083298,8.46,0.087,0.007,0,49.6,0,0.5484,44.19851,33.60123371,89.23,0.00022,2
0.19,0.19,0.23,16.790316,0.21,0.19,29.2,-0.1,0.019382,1.97,-0.02,0.16,0,16.49,0,0.5484,4.929026,6.76652928,88.51,-2e-05,2
0.36,0.44,-0.19,34.36066,0.17,-0.03,39.7,0.38,0.019273,2.36,0.36,0.22,0,16.107,0,0.4191,4.846328,4.347288783,89.91,-0.00014,2
0.034,0.066,-0.08,52.078793,-0.38,0.002,60.8,0.059,0.02579,2.35,-0.034,0.029,0,13.32,0,0.582,6.6083684,4.601811819,87.56,1e-05,2
0.38,0.27,-0.02,17.25928,-0.34,-0.19,21.9,-0.22,0.017042,1.55,-0.33,-0.16,0,24.72,0,0.582,3.560772,11.18719905,89.1,-2e-05,2
0.055,0.083,0.021,134.46404,0.155,0.041,157.8,0.078,0.046401,2.62,0.04,-0.028,0,8.13,0,0.3803,13.098274,4.220965778,85.03,0.00021,2
0.123,0.051,-0.009,551.317,-0.023,-0.118,192.3,0.048,6.502574,588.66,-0.037,-0.019,1,38.6,0,0.4415,58.719604,6.998099523,79.0,-0.0001,0
0.33,0.066,0.02,83.29438,-0.4,0.027,87.2,-0.04,0.033728,2.33,-0.33,0.049,0,18.69,0,0.6656,10.906055,5.95489993,89.0,-0.00016,2
0.29,0.01,-0.45,51.105682,-0.23,0.006,57.6,0.0,0.031605,2.18,-0.29,0.01,0,33.32,0,0.6656,9.71719,12.03987488,89.51,0.00044,2
0.8,0.63,1.38,12.130763,-1.05,0.55,14.9,-0.24,0.020532,1.42,-0.58,0.58,0,49.4,0,0.6656,5.914461,20.83762895,89.18,-0.00057,2
2.827,2.914,0.36,60.319134,-2.83,0.489,76.8,-2.884,0.242511,63.66,-2.784,0.415,1,3.15,1,0.3166,10.118381,8.8111022,67.15,-9.5e-05,0
0.48,0.12,0.07,45.141907,-0.33,0.19,53.3,-0.11,0.040151,3.16,-0.44,0.04,0,16.88,0,0.5508,9.867276,23.58917143,86.86,0.00017,2
0.2,0.13,-0.065,92.47206,0.208,-0.159,125.6,-0.02,0.017836,2.54,0.13,-0.133,0,7.71,0,0.3469,13.492653,6.481633073,83.8,2.9e-05,2
0.075,0.129,0.17,51.219067,0.16,-0.053,64.5,0.127,0.033023,3.2,0.053,-0.025,0,23.0,0,0.582,8.5752535,10.37168928,88.66,-0.00025,2
0.06,0.1,0.96,12.679447,0.37,0.05,15.0,0.05,0.018305,1.78,-0.04,0.08,0,15.04,0,0.582,3.348457,3.96996298,86.81,-0.00028,2
0.1,0.18,0.4,37.416832,0.14,-0.1,45.1,0.11,0.025379,2.66,-0.02,-0.147,0,3.45,0,0.3447,5.7962294,4.40841331,74.9,-0.00023,2
0.583,0.61,-28.52,69.78485,-3.19,-0.004,60.4,0.0,0.046289,4.68,-0.017,0.0,1,4.238,1,0.4096,22.463158,7.9426176,77.16,0.02907,0
0.59,0.34,0.06,32.135025,-0.02,-0.46,46.8,0.284,0.055361,4.53,0.37,-0.18,0,174.7,0,0.5575,18.208637,226.8904775,89.76,-0.0006,2
0.063,0.01,-0.0721,1443.2662,-0.0729,0.047,125.4,-0.007,0.327759,21.58,-0.041,0.007,1,5.28,0,0.3888,114.08557,1.956811408,78.08,-0.0006,0
0.151,1.56,0.5305,1777.0094,0.4959,0.115,1011.6,-1.08,0.172543,12.04,0.098,-1.13,0,11.4204,0,0.5856,120.20046,2.688899233,90.0,0.0296,1
0.253,0.007,0.303,163.44994,0.121,0.136,175.2,-0.007,0.048953,4.16,0.213,-0.001,0,26.081,0,0.582,25.131163,9.439459486,89.89,0.00013,2
0.262,0.07,-0.03,120.53189,-0.401,0.05,142.0,-0.019,0.020288,3.13,-0.257,0.07,0,23.181,0,0.4213,16.45347,11.523067458,90.0,-1.2e-05,2
0.31,0.07,1.0,45.383663,-0.6,0.23,52.7,-0.01,0.034376,2.92,0.21,0.07,0,50.0,0,0.582,10.706917,20.47748843,89.43,-0.00022,2
0.16,0.1,0.63,30.771297,0.49,0.07,41.6,-0.06,0.020396,1.74,0.15,-0.08,0,12.86,0,0.582,5.2665052,3.336123113,88.88,-0.00012,2
0.3,0.17,0.07,28.916744,-0.43,-0.15,48.5,0.0,0.03347,1.72,-0.26,-0.17,0,26.89,0,0.2898,6.0815673,8.01078456,89.59,-8e-05,2
0.45,0.25,-0.65,16.535355,0.38,-0.17,31.0,-0.19,0.025158,1.29,-0.42,-0.16,0,21.878,0,0.2898,4.24725,12.07134205,89.96,0.00032,2
0.3,0.28,0.81,12.355694,-0.05,0.2,18.2,-0.02,0.025412,1.3,-0.23,0.28,0,60.9,0,0.2898,4.265292,20.99587872,89.79,-0.00053,2
0.15,0.18,0.07,42.620125,0.33,-0.11,50.4,0.18,0.024438,2.45,0.11,0.04,0,16.55,0,0.4035,5.7879114,7.41113177,87.54,0.00033,2
0.209,0.177,0.17,40.07125,-0.26,0.116,147.4,-0.028,0.047993,4.14,-0.174,0.175,1,4.12,0,0.398,5.13757,1.000747038,77.28,-0.00042,0
0.127,0.071,0.154,474.02078,-1.771,0.083,388.2,0.071,0.114124,10.51,-0.097,0.005,0,36.466,0,0.4966,61.291126,8.884922995,89.89,-0.0013,2
0.175,0.064,0.148,436.9255,0.416,-0.045,435.9,-0.063,0.076211,8.95,0.169,-0.009,0,15.8546,0,0.3288,48.506207,8.09888906,89.93,0.00107,2
0.1,0.105,-0.11,59.281075,-0.07,0.037,71.9,0.099,0.032174,3.52,0.093,-0.035,0,8.17,0,0.3588,8.698946,10.00653012,83.94,0.0002,2
0.19,0.06,-0.0764,417.8653,0.241,-0.05,915.7,0.05,0.08815,13.16,0.18,-0.03,0,19.986,0,0.2758,82.201164,17.855221681,89.79,0.00048,2
0.216,0.02,-0.314,209.49731,-0.061,-0.206,210.5,-0.007,0.082519,4.87,-0.065,-0.019,0,31.62,0,0.5081,34.47275,12.732624065,88.53,0.00059,1
0.178,0.096,0.127,121.1208,0.384,-0.03,182.1,-0.02,0.086015,4.78,0.176,-0.094,0,81.6,0,0.4242,43.030296,83.92494032,89.54,0.004,1
0.144,0.349,0.018,435.91187,-0.014,-0.133,431.4,0.06,0.077106,6.96,-0.056,-0.344,0,9.24,0,0.3728,42.768375,5.007316661,87.87,0.00497,2
0.13,0.05,-0.5,32.73535,-0.08,-0.05,42.6,0.01,0.026289,1.85,0.12,-0.04,0,7.83,0,0.6811,4.8613906,2.211116989,84.94,0.00026,2
0.43,0.38,0.34,15.262756,-0.78,0.36,25.4,0.15,0.026973,1.9,0.24,0.35,0,55.43,0,0.6811,5.9903526,27.9541337,89.94,-0.00037,2
0.13,0.03,0.26,47.59951,0.17,0.07,60.2,0.03,0.014487,2.57,0.11,0.01,0,26.076,0,0.3819,7.5664573,12.69104387,89.98,-4.9e-05,2
0.161,0.035,-0.103,735.74506,-0.157,0.071,85.8,0.035,0.10287,10.95,-0.144,0.007,1,9.6337,0,0.421,69.5648,4.409409243,89.83,-0.00231,0
0.091,0.096,-0.18,97.93863,0.249,-0.072,123.8,-0.09,0.045252,4.14,-0.057,0.043,0,32.1,0,0.5324,19.466316,16.23947096,89.92,0.00054,2
0.182,0.206,-0.16,70.14128,0.05,-0.133,86.2,-0.206,0.032418,2.96,-0.125,-0.007,0,16.707,0,0.5324,9.121863,6.308201629,89.9,0.00025,2
0.078,0.014,0.239,943.8128,-0.251,0.027,1072.1,0.014,0.11123,13.12,-0.073,-0.002,0,7.743,0,0.4096,53.349804,2.052349884,86.76,6e-05,2
0.08,0.13,-0.31,46.716137,-0.28,0.029,58.0,-0.13,0.040133,2.23,-0.08,-0.029,0,31.55,0,0.4242,9.248742,9.7704486,89.84,0.0002,2
0.12,0.05,0.28,34.09852,-0.52,0.0,41.4,-0.01,0.029936,1.66,0.12,-0.05,0,17.77,0,0.4242,5.360658,5.169804269,88.87,-0.00049,2
0.11,0.09,-0.06,82.08292,0.257,-0.09,114.9,-0.08,0.01746,2.48,0.07,-0.05,0,25.344,0,0.3469,14.82054,21.22261195,89.96,3.5e-05,2
0.19,0.17,-0.47,29.21815,-0.09,0.15,36.9,0.06,0.040437,2.25,0.11,0.15,0,20.2,0,0.4242,6.004703,20.09017037,87.49,0.0004,2
0.53,0.18,0.69,35.776676,-0.78,0.52,44.4,-0.17,0.025862,1.16,0.09,-0.06,0,24.23,0,0.3573,5.9298773,7.11373257,89.21,-0.00019,2
0.75,0.14,0.77,30.518122,-0.13,0.73,37.8,-0.11,0.020275,0.91,0.16,0.088,0,14.19,0,0.3573,6.330976,3.306551643,90.0,-0.00016,2
0.65,0.31,-0.1,24.263742,-0.56,0.4,30.9,0.25,0.02471,1.11,0.51,-0.18,0,48.38,0,0.3573,6.217123,15.36845737,89.86,0.00042,2
0.01,0.04,-0.22,40.226162,-0.08,0.004,46.2,0.02,0.036595,4.56,0.01,0.04,0,23.2,0,0.3588,8.428813,13.81020318,88.04,-9e-05,2
0.18,0.1,-0.47,31.433712,0.02,0.01,36.4,-0.09,0.026123,2.85,-0.18,0.05,0,5.33,0,0.3588,4.5823436,4.093578461,79.95,0.00025,2
0.29,0.37,1.1,10.855937,-1.7,0.19,15.4,0.28,0.031397,3.43,0.21,0.23,0,34.3,0,0.3588,4.639124,105.145959,88.39,-0.00076,2
0.155,0.022,-0.19,84.20755,-0.09,-0.086,64.5,-0.018,0.036303,2.34,-0.129,0.013,0,28.05,0,0.6443,12.332059,10.8484518,89.57,0.00015,2
0.19,0.23,0.38,19.236187,-0.62,0.12,14.2,-0.08,0.018246,1.18,-0.14,0.21,0,21.0,0,0.6443,4.588849,6.66833241,88.24,-0.00019,2
0.011,0.018,0.373,1627.8156,0.0027,-0.011,1669.1,0.013,0.121652,10.55,0.004,-0.013,0,10.812,0,0.3728,135.75833,4.082274889,89.51,0.00274,2
0.23,1.77,-0.13,41.233078,-1.09,0.04,48.1,1.72,0.023262,1.87,-0.22,0.41,0,7.47,0,0.3556,5.37064,3.886655224,85.02,-0.000119,1
0.19,0.17,-0.61,13.00283,1.02,-0.19,21.6,-0.06,0.026274,1.85,-0.01,-0.16,0,64.94,0,0.6811,7.271111,42.1406089,89.96,0.00042,2
0.29,0.24,0.27,18.39992,0.11,-0.19,28.1,0.18,0.023024,1.62,0.22,-0.16,0,12.35,0,0.6811,4.4431863,4.617490562,86.99,-0.00015,2
0.38,0.39,-0.23,14.958939,-0.83,0.21,21.4,0.28,0.024778,1.75,0.32,0.27,0,23.6,0,0.6811,5.6818385,10.19849255,88.27,9e-05,2
1.472,1.494,1.29,108.889015,0.57,1.428,119.4,0.367,0.047975,4.33,0.36,1.448,0,6.137,1,0.3728,12.354637,5.795063956,81.1,-0.00189,0
0.34,0.23,-0.6,38.487896,0.03,-0.23,47.7,0.12,0.026979,2.47,-0.24,-0.19,0,19.51,0,0.5746,6.1818976,7.15681552,88.68,0.00041,2
0.37,0.03,-0.29,19.097145,-0.72,0.0,23.8,-0.01,0.026581,2.43,-0.37,0.03,0,51.1,0,0.5746,4.479241,17.64830851,89.27,0.00013,2
1.21,0.93,-2.3,10.764539,-1.1,-0.76,12.9,-0.59,0.011755,1.08,-0.94,-0.72,0,12.61,0,0.5746,3.7260108,4.14810719,89.58,0.00039,2
0.07,0.18,0.08,43.083504,-0.13,0.07,55.9,0.17,0.028718,2.72,-0.02,0.08,0,28.84,0,0.4341,7.364849,16.51410989,89.22,-8e-05,2
0.33,0.2,-0.41,32.87861,-0.4,-0.11,44.8,-0.16,0.03322,3.14,-0.31,-0.12,0,26.8,0,0.4341,7.3606734,30.1329298,88.21,0.00041,2
0.35,0.46,-0.04,16.134592,-0.21,0.33,21.2,0.33,0.014349,1.36,0.13,0.32,0,14.19,0,0.4341,3.2894669,4.79090809,89.55,1e-05,2
0.09,0.16,-0.09,50.201683,-0.2,0.06,63.1,-0.15,0.017414,3.09,-0.07,0.02,0,50.78,0,0.3819,10.343444,31.71981013,89.86,5.4e-05,2
0.12,0.07,-0.47,19.405544,-0.24,-0.04,22.7,0.07,0.027879,2.64,-0.11,-0.02,0,175.84,0,0.4341,6.699139,99.6415962,89.99,0.00046,2
0.053,0.046,-0.064,619.7065,-0.088,0.05,633.4,0.042,0.080242,10.6,0.017,0.018,0,12.288,0,0.4554,52.268402,4.708326451,89.71,-0.00095,2
7.884,7.168,-30.33,165.18489,3.24,-7.823,54.5,0.985,8.358793,540.37,0.983,-7.1,0,34.5,1,0.6215,52.240536,16.37198661,74.37,0.07971,0
0.309,0.05,0.01,66.02574,-0.31,-0.041,77.4,-0.029,0.030649,2.68,-0.306,-0.041,0,13.58,0,0.5256,7.25004,5.392026903,88.67,-7e-05,2
0.26,0.05,-0.67,37.2115,-0.44,-0.1,69.2,0.033,0.026777,2.42,-0.25,-0.04,0,17.37,0,0.4415,5.3565664,2.494170338,89.69,0.00028,1
0.065,0.009,-0.024,478.5281,-0.074,-0.057,502.3,0.005,0.079893,9.66,-0.031,-0.007,0,10.84,0,0.3661,45.663883,6.491682808,87.17,0.00041,2
7.17,7.29,59.42,33.146595,5.36,7.09,203.5,-1.21,0.298444,24.54,-1.06,7.18,1,1.5,1,0.421,7.281593,3.044770796,33.39,-0.02463,0
0.095,1.76,0.4947,1321.7062,0.2605,-0.045,1173.9,-0.98,0.119176,13.61,-0.084,-1.46,0,9.763,0,0.3729,105.129425,3.855603916,87.96,0.01353,2
7.34,6.021,-19.68,74.89582,-19.15,-5.49,90.1,-3.853,0.033907,3.57,-4.876,-4.627,0,5.34,1,0.3661,10.751741,3.855599139,80.68,0.01807,0
0.349,0.014,0.0394,1014.9963,-0.1583,0.043,1077.8,-0.014,0.138123,13.26,-0.347,0.004,1,66.3614,0,0.4695,261.08838,38.47876629,90.0,0.0001,2
0.084,0.022,-0.1807,1668.1604,0.0329,-0.056,1667.3,-0.01,0.227443,27.22,-0.063,0.02,1,40.039,0,0.3147,372.15457,37.601661282,89.42,-0.0028,0
0.067,0.044,-0.01,105.955894,-0.1,0.001,123.5,0.034,0.038195,3.94,0.067,-0.028,0,9.37,0,0.4695,11.219773,3.314947362,85.11,0.00024,2
1.59,1.33,1.66,39.278458,0.87,-0.083,45.4,1.32,0.046245,4.37,1.58,-0.18,1,6.06,0,0.3238,5.5065484,6.71969089,80.64,-0.00015,0
0.06,0.016,0.021,487.53952,0.055,0.058,690.3,-0.01,0.111685,10.98,-0.015,0.012,0,51.489,0,0.5167,130.28482,39.6431552,89.93,-0.0006,2
0.074,0.008,0.0581,1840.2819,0.1242,-0.042,1843.8,0.008,0.236829,29.66,0.061,0.001,1,28.303,0,0.3344,516.0654,51.42598578,89.59,-0.0007,0
0.25,0.26,-0.03,43.653084,-0.44,-0.023,49.9,0.17,0.033653,2.6,0.25,0.2,0,34.7,0,0.398,9.254608,21.80451611,88.76,-0.00029,2
0.18,0.12,-0.1,46.25013,0.24,-0.13,55.0,-0.12,0.029849,2.53,0.12,0.0,0,23.23,0,0.5086,7.943826,10.28194593,89.59,0.00033,2
0.16,0.15,-0.15,49.64462,-0.06,-0.12,60.7,-0.15,0.034825,2.95,0.1,0.02,0,33.19,0,0.5086,10.27296,18.11993039,89.64,0.00051,2
0.35,0.12,0.39,23.37084,0.11,-0.24,25.6,0.02,0.020134,1.7,0.26,-0.12,0,11.45,0,0.5086,4.1183877,3.78402867,86.54,-9e-05,2
0.1,0.01,0.19,44.139656,-0.67,0.08,48.1,-0.01,0.030415,2.94,-0.06,0.0,0,5.43,0,0.4415,4.937641,5.15448142,80.1,5e-05,2
0.085,0.042,-0.0286,1177.5599,-0.0227,-0.003,529.9,0.002,0.105539,20.7,-0.085,-0.042,1,24.869,0,0.4133,343.88367,33.80364366,89.95,0.003,0
0.054,0.51,0.01,64.83856,-0.04,0.048,79.7,-0.24,0.032147,3.13,-0.03,0.46,0,13.174,0,0.3447,7.2817845,5.743469797,90.0,-0.00069,2
0.14,0.09,-0.23,20.340858,0.04,0.03,26.6,0.05,0.036074,4.06,0.14,-0.07,0,44.7,0,0.319,5.456901,39.4759093,88.8,0.00041,1
0.119,0.004,-0.0292,1464.211,-0.0332,0.031,1398.8,-0.003,0.243941,26.56,-0.115,-0.001,1,31.477,0,0.3511,249.25873,19.974485239,88.39,-0.0003,0
0.073,0.03,0.18,60.539154,0.05,-0.05,128.3,-0.002,0.035047,3.82,-0.054,0.03,0,7.5775,0,0.3588,8.415231,3.166353562,89.76,-0.00016,2
1.073,0.95,-1.131,586.5923,0.008,-1.061,547.8,0.343,0.436512,44.04,0.16,-0.886,1,34.28,1,0.3071,110.354324,23.899634407,87.92,0.0228,0
0.35,0.31,-0.02,25.538614,-0.54,-0.23,30.6,-0.22,0.015454,2.11,-0.27,-0.22,0,8.88,0,0.4641,4.062919,3.388012244,87.2,-1e-05,2
0.54,0.51,-0.11,19.003149,-1.08,-0.14,25.2,-0.49,0.015116,2.06,-0.52,-0.13,0,13.38,0,0.4641,4.5991445,5.83909761,88.54,2e-05,2
0.41,0.4,-0.4,17.345476,-0.85,-0.35,22.7,-0.19,0.011493,1.57,-0.2,-0.35,0,5.55,0,0.4641,3.7322083,1.620467654,87.2,6e-05,2
0.67,0.69,0.28,14.830292,0.35,-0.29,21.9,0.62,0.016847,2.3,0.61,-0.29,0,17.8,0,0.4641,4.5420127,10.6816951,87.92,-0.0001,2
0.118,0.067,0.125,276.2209,0.12,0.001,293.7,0.037,0.04092,3.18,0.118,-0.055,0,10.3581,0,0.5396,29.380081,6.104849417,89.78,-0.00031,2
0.153,0.002,0.0119,1721.1887,0.1277,-0.002,1838.4,0.0,0.096067,10.43,0.153,0.002,0,10.2873,0,0.4695,145.02327,3.578780566,89.56,-0.00014,2
5.7,5.5,44.48,29.934076,-21.65,5.38,37.2,-2.14,0.269659,23.88,-1.897,5.07,1,2.66,1,0.4415,6.456697,3.187067566,62.34,0.0,0
0.176,0.056,0.04,61.85785,-0.32,-0.137,81.1,0.049,0.035356,4.09,-0.111,-0.029,0,15.796,0,0.4695,7.5005593,5.826657508,89.88,-0.00042,2
0.32,0.2,-0.09,18.328804,0.06,0.0,25.6,-0.16,0.02227,2.58,-0.32,0.12,0,25.93,0,0.4695,4.6233582,12.41216347,89.95,-9e-05,2
